instance_id,repo,primary_image,primary_exists_locally,fallback_image,fallback_exists_locally,selected_image,selected_source,selected_image_runnable,selected_image_id,selected_repo_tags,selected_repo_digests
deepset-ai__haystack-8457@2dd3777,deepset-ai/haystack,reviewbench/deepset-ai__haystack-8457,False,ghcr.io/c-crab-benchmark/deepset-ai__haystack-8457,True,ghcr.io/c-crab-benchmark/deepset-ai__haystack-8457,fallback,,sha256:3eb0743e8b2f60317b02ec4c94838f76013d11534e89ab6602e0494ff2270f4f,ghcr.io/c-crab-benchmark/deepset-ai__haystack-8457:latest,ghcr.io/c-crab-benchmark/deepset-ai__haystack-8457@sha256:6820c68b2cc774279cc633ac44693ccbeb98475bb7d862a8759d6b44e34b0b6b
deepset-ai__haystack-9290@3f511f6,deepset-ai/haystack,reviewbench/deepset-ai__haystack-9290,True,ghcr.io/c-crab-benchmark/deepset-ai__haystack-9290,False,reviewbench/deepset-ai__haystack-9290,primary,,sha256:000d3bc8731cdb4307f59bfb1e7e76c6590b5d45ec0b78268c2c5ee9f51cb2e0,reviewbench/deepset-ai__haystack-9290:latest,
deepset-ai__haystack-92@accd8b1,deepset-ai/haystack,reviewbench/deepset-ai__haystack-92,False,ghcr.io/c-crab-benchmark/deepset-ai__haystack-92,True,ghcr.io/c-crab-benchmark/deepset-ai__haystack-92,fallback,,sha256:a064a22f7dc6db78f1e11d3524228fed4ded0b7de1cea65cad5257e8beae6480,ghcr.io/c-crab-benchmark/deepset-ai__haystack-92:latest,ghcr.io/c-crab-benchmark/deepset-ai__haystack-92@sha256:70c5ee30ecf6ed60bd4c0b93609759a7e5631c4be2e20772e4d4f7928e45cccc
dmlc__dgl-3892@98afbd1,dmlc/dgl,reviewbench/dmlc__dgl-3892,True,ghcr.io/c-crab-benchmark/dmlc__dgl-3892,False,reviewbench/dmlc__dgl-3892,primary,,sha256:428499437617c5c3fb62521a7b35ee42e5ea33b02b5ba65cbf4390b813fed8ba,reviewbench/dmlc__dgl-3892:latest,
dmlc__dgl-4620@5297d27,dmlc/dgl,reviewbench/dmlc__dgl-4620,True,ghcr.io/c-crab-benchmark/dmlc__dgl-4620,False,reviewbench/dmlc__dgl-4620,primary,,sha256:32aa533d28abcc7b4472bc632a7d04e9b96f6b3e51dbe86501cd6a65bac65fb0,reviewbench/dmlc__dgl-4620:latest,
dmlc__dgl-4623@edc9361,dmlc/dgl,reviewbench/dmlc__dgl-4623,True,ghcr.io/c-crab-benchmark/dmlc__dgl-4623,False,reviewbench/dmlc__dgl-4623,primary,,sha256:1df01fc9cb6dae994dd3e23597e8f9192c8beed0497fe0107cf45c62034007ff,reviewbench/dmlc__dgl-4623:latest,
frappe__frappe-13065@dfc23eb,frappe/frappe,reviewbench/frappe__frappe-13065,False,ghcr.io/c-crab-benchmark/frappe__frappe-13065,True,ghcr.io/c-crab-benchmark/frappe__frappe-13065,fallback,,sha256:e6752a36dd80d749f08ecd5bcadae91fbd6c78ed670337be805f021a28c011dc,ghcr.io/c-crab-benchmark/frappe__frappe-13065:latest,ghcr.io/c-crab-benchmark/frappe__frappe-13065@sha256:2b30d6c3d7539287df782140c85753ab404e2228ef5b1776d458574c171bfa2a
getmoto__moto-7406@26efd90,getmoto/moto,reviewbench/getmoto__moto-7406,False,ghcr.io/c-crab-benchmark/getmoto__moto-7406,True,ghcr.io/c-crab-benchmark/getmoto__moto-7406,fallback,,sha256:2ee3102e2034c036f1f4af872190db08d71f804fc14e0c9a98eefb31849268f9,ghcr.io/c-crab-benchmark/getmoto__moto-7406:latest,ghcr.io/c-crab-benchmark/getmoto__moto-7406@sha256:1b873cb02f920205b548489d63a7c3e425b83cdcf3c8fbf25264ae9b64591e5c
getsentry__sentry-71711@d1652c4,getsentry/sentry,reviewbench/getsentry__sentry-71711,False,ghcr.io/c-crab-benchmark/getsentry__sentry-71711,True,ghcr.io/c-crab-benchmark/getsentry__sentry-71711,fallback,,sha256:7116816f80f8ec7b529f224d61e01d98f5add50e163f31eebe7eea2dbbabe776,ghcr.io/c-crab-benchmark/getsentry__sentry-71711:latest,ghcr.io/c-crab-benchmark/getsentry__sentry-71711@sha256:f987df3352ec93052d971a89cc86b572b50eeba20eca2b3b0a62cb7166f99f10
getsentry__sentry-71942@a4f03f3,getsentry/sentry,reviewbench/getsentry__sentry-71942,False,ghcr.io/c-crab-benchmark/getsentry__sentry-71942,True,ghcr.io/c-crab-benchmark/getsentry__sentry-71942,fallback,,sha256:b8319e7b90642a28dd6361e5afa478c073d6299e96a9f51ffbe884f07a5d62ab,ghcr.io/c-crab-benchmark/getsentry__sentry-71942:latest,ghcr.io/c-crab-benchmark/getsentry__sentry-71942@sha256:eb6383df99073d95cc25b0dabbbf367a7ef3ebf78ff0bbde52918f0ddccaf580
getsentry__sentry-78778@17b738e,getsentry/sentry,reviewbench/getsentry__sentry-78778,True,ghcr.io/c-crab-benchmark/getsentry__sentry-78778,False,reviewbench/getsentry__sentry-78778,primary,,sha256:633d8a58645c19c1ce2b0682ae1856188ec6134b2d67c4e813bac383d4133428,reviewbench/getsentry__sentry-78778:latest,
gradio-app__gradio-10032@5f0c7d8,gradio-app/gradio,reviewbench/gradio-app__gradio-10032,True,ghcr.io/c-crab-benchmark/gradio-app__gradio-10032,False,reviewbench/gradio-app__gradio-10032,primary,,sha256:3b0603b2c14c22c5ede849450557edfe930f895a4c5be2f9c98f997b073fb567,reviewbench/gradio-app__gradio-10032:latest,
gradio-app__gradio-3275@067f582,gradio-app/gradio,reviewbench/gradio-app__gradio-3275,False,ghcr.io/c-crab-benchmark/gradio-app__gradio-3275,True,ghcr.io/c-crab-benchmark/gradio-app__gradio-3275,fallback,,sha256:0a00b41b798eefd61cb6cab741f2ab5c78317153010a23311b7db6ef0c5620a0,ghcr.io/c-crab-benchmark/gradio-app__gradio-3275:latest,ghcr.io/c-crab-benchmark/gradio-app__gradio-3275@sha256:6a13dd9fed736e5dae3eb15ebb3f9327c9bbb95003ae500c74f987c0dd476786
gradio-app__gradio-4608@6dc45de,gradio-app/gradio,reviewbench/gradio-app__gradio-4608,True,ghcr.io/c-crab-benchmark/gradio-app__gradio-4608,False,reviewbench/gradio-app__gradio-4608,primary,,sha256:62398164f612fb1bfdd67eabbff6d6b8abde9fd7829eed91ae2f76a399886d0a,reviewbench/gradio-app__gradio-4608:latest,
gradio-app__gradio-4933@8ceb23c,gradio-app/gradio,reviewbench/gradio-app__gradio-4933,True,ghcr.io/c-crab-benchmark/gradio-app__gradio-4933,False,reviewbench/gradio-app__gradio-4933,primary,,sha256:a0232ad1cf0f49b544fc31d822a35e543d363263ef01143714952e37a4c791df,reviewbench/gradio-app__gradio-4933:latest,
gradio-app__gradio-5232@5b83994,gradio-app/gradio,reviewbench/gradio-app__gradio-5232,True,ghcr.io/c-crab-benchmark/gradio-app__gradio-5232,False,reviewbench/gradio-app__gradio-5232,primary,,sha256:3f56a42256ff2ca8ffd6265069f72e8a8d7a9b7a4656eddecf9d86e904ac75dc,reviewbench/gradio-app__gradio-5232:latest,
home-assistant__core-110255@a9d173a,home-assistant/core,reviewbench/home-assistant__core-110255,False,ghcr.io/c-crab-benchmark/home-assistant__core-110255,True,ghcr.io/c-crab-benchmark/home-assistant__core-110255,fallback,,sha256:325ad2d056711253a30c117d9f99498409a6cf84ad52883024be8cca928cbc50,ghcr.io/c-crab-benchmark/home-assistant__core-110255:latest,ghcr.io/c-crab-benchmark/home-assistant__core-110255@sha256:8585e6903dc4461378176d287bf6185db2c4df024170fe46e624d979df5880c4
hpcaitech__ColossalAI-2374@05119a8,hpcaitech/ColossalAI,reviewbench/hpcaitech__colossalai-2374,True,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-2374,True,reviewbench/hpcaitech__colossalai-2374,primary,,sha256:59000d2f327e4e972decd349bf3366b4297cd8fb95f1a658ed212514187dd698,reviewbench/hpcaitech__colossalai-2374:latest;ghcr.io/c-crab-benchmark/hpcaitech__colossalai-2374:latest,
hpcaitech__ColossalAI-4080@dc82ade,hpcaitech/ColossalAI,reviewbench/hpcaitech__colossalai-4080,False,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-4080,True,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-4080,fallback,,sha256:b9d9ec5e927833512887c98389136b61169343ff929d22568b19b5105364f1d4,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-4080:latest,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-4080@sha256:23a786dcfae2e5a608936f18f4e0513afe2c221afffbd5a23b03146a1ef653f3
hpcaitech__ColossalAI-6059@802df11,hpcaitech/ColossalAI,reviewbench/hpcaitech__colossalai-6059,False,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-6059,True,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-6059,fallback,,sha256:b6ee160601dfa89d41a9c68b4a26fd8c5d51dd366c9e81d00019aa836cf356a4,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-6059:latest,ghcr.io/c-crab-benchmark/hpcaitech__colossalai-6059@sha256:c0b48571e4d013f4e14304dc5df618167e89352cc8230a80f74e4c21e3c047c2
huggingface__accelerate-255@12e4b18,huggingface/accelerate,reviewbench/huggingface__accelerate-255,False,ghcr.io/c-crab-benchmark/huggingface__accelerate-255,True,ghcr.io/c-crab-benchmark/huggingface__accelerate-255,fallback,,sha256:0e76ededa640c9e5b4281ab38332cbcc45bfe6fac1788b2dc573b85462e72945,ghcr.io/c-crab-benchmark/huggingface__accelerate-255:latest,ghcr.io/c-crab-benchmark/huggingface__accelerate-255@sha256:83c5353486aecbbbbf96f64e0e46fa80f2f9c12e9a48805256d84462da7e4b90
huggingface__datasets-2182@748e2e9,huggingface/datasets,reviewbench/huggingface__datasets-2182,True,ghcr.io/c-crab-benchmark/huggingface__datasets-2182,False,reviewbench/huggingface__datasets-2182,primary,,sha256:87b5a753792a5bdf4975d83b728b9e37d860569ba629f321ceb21b2e6d8a313f,reviewbench/huggingface__datasets-2182:latest,
huggingface__datasets-2986@87e2ab7,huggingface/datasets,reviewbench/huggingface__datasets-2986,True,ghcr.io/c-crab-benchmark/huggingface__datasets-2986,False,reviewbench/huggingface__datasets-2986,primary,,sha256:6ca7d3da076451bb582ac808e69615f1a6eb6604647a13712d58c7f15495c3a5,reviewbench/huggingface__datasets-2986:latest,
huggingface__datasets-3129@3d35ada,huggingface/datasets,reviewbench/huggingface__datasets-3129,True,ghcr.io/c-crab-benchmark/huggingface__datasets-3129,False,reviewbench/huggingface__datasets-3129,primary,,sha256:ec5d6a24d80c0b84c4c7bfb6eb15939b44160854e0c82038f80e147fde39e6f1,reviewbench/huggingface__datasets-3129:latest,
huggingface__datasets-4433@43a3326,huggingface/datasets,reviewbench/huggingface__datasets-4433,True,ghcr.io/c-crab-benchmark/huggingface__datasets-4433,True,reviewbench/huggingface__datasets-4433,primary,,sha256:e27459799de2c89a8aa78ee3acb40566157a86928e257b8c191f7d64f4eef904,reviewbench/huggingface__datasets-4433:latest;ghcr.io/c-crab-benchmark/huggingface__datasets-4433:latest,
huggingface__datasets-586@034c1c0,huggingface/datasets,reviewbench/huggingface__datasets-586,False,ghcr.io/c-crab-benchmark/huggingface__datasets-586,True,ghcr.io/c-crab-benchmark/huggingface__datasets-586,fallback,,sha256:ad6dfd145a73ffa7bbb85c68a2747f610c4da0a18aa3ef93c639d6ea8d2117bd,ghcr.io/c-crab-benchmark/huggingface__datasets-586:latest,ghcr.io/c-crab-benchmark/huggingface__datasets-586@sha256:8fafe7afd66292a87a0f5802db4fcacf7fec8f809ab2184c6505bf5f3cbf1235
huggingface__diffusers-4015@c63a53a,huggingface/diffusers,reviewbench/huggingface__diffusers-4015,False,ghcr.io/c-crab-benchmark/huggingface__diffusers-4015,True,ghcr.io/c-crab-benchmark/huggingface__diffusers-4015,fallback,,sha256:357203533ba459995e425a7095a0e410cfa25f6fdb1a53921d148f3d47d30f91,ghcr.io/c-crab-benchmark/huggingface__diffusers-4015:latest,ghcr.io/c-crab-benchmark/huggingface__diffusers-4015@sha256:fd522e0f22c5e4819cfe6c6efe1cfcc773590484d0c43a009d78b1f34a6cd34e
huggingface__diffusers-792@90385bb,huggingface/diffusers,reviewbench/huggingface__diffusers-792,False,ghcr.io/c-crab-benchmark/huggingface__diffusers-792,True,ghcr.io/c-crab-benchmark/huggingface__diffusers-792,fallback,,sha256:0084903def4d2f2757d0111caae2f1e47f2d80bef410af9a46e17a8142282ed6,ghcr.io/c-crab-benchmark/huggingface__diffusers-792:latest,ghcr.io/c-crab-benchmark/huggingface__diffusers-792@sha256:e5cde1a41e238e3ccaad135c34da2672ab82357ca0868c8f390aa0c9fb0bcc04
hummingbot__hummingbot-2133@591c904,hummingbot/hummingbot,reviewbench/hummingbot__hummingbot-2133,True,ghcr.io/c-crab-benchmark/hummingbot__hummingbot-2133,False,reviewbench/hummingbot__hummingbot-2133,primary,,sha256:f1339af5d244d984b0ea3aa0fd783f626b45ddaf3093f7910710b7dfcbbdf30b,reviewbench/hummingbot__hummingbot-2133:latest,
iterative__dvc-2596@37847e7,iterative/dvc,reviewbench/iterative__dvc-2596,False,ghcr.io/c-crab-benchmark/iterative__dvc-2596,True,ghcr.io/c-crab-benchmark/iterative__dvc-2596,fallback,,sha256:41f98dd17bf9b60c1668668a484836f5af3840ace2d1fef8bb9d7116a5af7a9c,ghcr.io/c-crab-benchmark/iterative__dvc-2596:latest,ghcr.io/c-crab-benchmark/iterative__dvc-2596@sha256:f48bb9ffd4619af9af1926e131e5f07aed21c68f894b5e593048656572870f0b
jina-ai__serve-1256@2f495e3,jina-ai/serve,reviewbench/jina-ai__serve-1256,False,ghcr.io/c-crab-benchmark/jina-ai__serve-1256,True,ghcr.io/c-crab-benchmark/jina-ai__serve-1256,fallback,,sha256:02cd3a2dd8c0ce33d26bcdf1a33aa13a54fadacf81b5e4410a6413685aa65f95,ghcr.io/c-crab-benchmark/jina-ai__serve-1256:latest,ghcr.io/c-crab-benchmark/jina-ai__serve-1256@sha256:ec41b17e9bab4ef205b283e5535b1de744d615beb66848613646e926a2cd423e
jina-ai__serve-2037@792b165,jina-ai/serve,reviewbench/jina-ai__serve-2037,True,ghcr.io/c-crab-benchmark/jina-ai__serve-2037,False,reviewbench/jina-ai__serve-2037,primary,,sha256:5f25e382f168e7a3da551ea617cfe290c88ccd11bd0de0f7807eaf3096c94c0d,reviewbench/jina-ai__serve-2037:latest,
jina-ai__serve-2297@e1aea7f,jina-ai/serve,reviewbench/jina-ai__serve-2297,True,ghcr.io/c-crab-benchmark/jina-ai__serve-2297,False,reviewbench/jina-ai__serve-2297,primary,,sha256:ac698dfe362fa7095a293da66ff88709eca7bab9ecbc1fa476b07d47f5c37166,reviewbench/jina-ai__serve-2297:latest,
jina-ai__serve-4883@ca87c3e,jina-ai/serve,reviewbench/jina-ai__serve-4883,True,ghcr.io/c-crab-benchmark/jina-ai__serve-4883,False,reviewbench/jina-ai__serve-4883,primary,,sha256:e2ac7f7579565de5ccad1726b3d5c6b5e9cb3338c3b06e65312a830a9f7800bd,reviewbench/jina-ai__serve-4883:latest,
keephq__keep-100@6a8be21,keephq/keep,reviewbench/keephq__keep-100,False,ghcr.io/c-crab-benchmark/keephq__keep-100,True,ghcr.io/c-crab-benchmark/keephq__keep-100,fallback,,sha256:5f28c4b96f4e1b832e6bc5b3c50f84c71c012cd71f4bfe9c52c42cf41861ad9b,ghcr.io/c-crab-benchmark/keephq__keep-100:latest,ghcr.io/c-crab-benchmark/keephq__keep-100@sha256:946907aadccb51802d099367961205e7271533dc8b561cbb9997cebec38e31af
keephq__keep-1984@e524fe8,keephq/keep,reviewbench/keephq__keep-1984,False,ghcr.io/c-crab-benchmark/keephq__keep-1984,True,ghcr.io/c-crab-benchmark/keephq__keep-1984,fallback,,sha256:dfa49afe9efcc63d870c069423b4906ac6d816694f7b6cbcdf92dca0dfd65e9b,ghcr.io/c-crab-benchmark/keephq__keep-1984:latest,ghcr.io/c-crab-benchmark/keephq__keep-1984@sha256:4b6d356f9639674018393acd780c0bfa78d7fcca2876b820db840d4beb738cf7
keephq__keep-3054@2d23bf3,keephq/keep,reviewbench/keephq__keep-3054,False,ghcr.io/c-crab-benchmark/keephq__keep-3054,True,ghcr.io/c-crab-benchmark/keephq__keep-3054,fallback,,sha256:ceb62b44343865c68476f38da4eff397e729c130775d8db602e4b023484aa6c5,ghcr.io/c-crab-benchmark/keephq__keep-3054:latest,ghcr.io/c-crab-benchmark/keephq__keep-3054@sha256:93138600057554c8a2c2a3cb287bfaba889d1cfc2727b1c0d0ffb3191c4bad1c
keephq__keep-4568@aaa03de,keephq/keep,reviewbench/keephq__keep-4568,False,ghcr.io/c-crab-benchmark/keephq__keep-4568,True,ghcr.io/c-crab-benchmark/keephq__keep-4568,fallback,,sha256:0f7aaf9c5a40b1a027b97550f892ad786d9dd63424b58744a3953201630f7e88,ghcr.io/c-crab-benchmark/keephq__keep-4568:latest,ghcr.io/c-crab-benchmark/keephq__keep-4568@sha256:9dc9f94109cf34a29db0a488546fbb3cd71306b5afcf0a3938388d5b9147e035
keephq__keep-625@767a6e3,keephq/keep,reviewbench/keephq__keep-625,True,ghcr.io/c-crab-benchmark/keephq__keep-625,False,reviewbench/keephq__keep-625,primary,,sha256:2abe374fb58e814352430d000a6835abeb92b2b833b049cffdb696328c60f35b,reviewbench/keephq__keep-625:latest,
keephq__keep-904@9597dfd,keephq/keep,reviewbench/keephq__keep-904,True,ghcr.io/c-crab-benchmark/keephq__keep-904,False,reviewbench/keephq__keep-904,primary,,sha256:3736f7f10650444c33b7ccaf242066166e3acdea7997a3494a6d26b632188034,reviewbench/keephq__keep-904:latest,
letta-ai__letta-58@d3a3a21,letta-ai/letta,reviewbench/letta-ai__letta-58,True,ghcr.io/c-crab-benchmark/letta-ai__letta-58,False,reviewbench/letta-ai__letta-58,primary,,sha256:ea5d15a446726de30ef85129b5b7b5d675583e2e0d9404bb90246f0554804918,reviewbench/letta-ai__letta-58:latest,
localstack__localstack-10041@68f3277,localstack/localstack,reviewbench/localstack__localstack-10041,True,ghcr.io/c-crab-benchmark/localstack__localstack-10041,False,reviewbench/localstack__localstack-10041,primary,,sha256:675446842eed6330270efd6d7efcd14c69d1a5164e5a0295cb2e8b2cf345e6cd,reviewbench/localstack__localstack-10041:latest,
localstack__localstack-12496@22b4c31,localstack/localstack,reviewbench/localstack__localstack-12496,True,ghcr.io/c-crab-benchmark/localstack__localstack-12496,False,reviewbench/localstack__localstack-12496,primary,,sha256:4f9747fdbbddbd4f3a7bd71a3c29f4e7ec3327ad4746b16aa6403d7eb8a1a9d8,reviewbench/localstack__localstack-12496:latest,
marimo-team__marimo-3122@5536640,marimo-team/marimo,reviewbench/marimo-team__marimo-3122,True,ghcr.io/c-crab-benchmark/marimo-team__marimo-3122,False,reviewbench/marimo-team__marimo-3122,primary,,sha256:c9f0a319107b6fdb4f91ddfbac804cf278b0b4157b5177f77730e68eb7d16ba7,reviewbench/marimo-team__marimo-3122:latest,
marimo-team__marimo-4080@8a73f89,marimo-team/marimo,reviewbench/marimo-team__marimo-4080,False,ghcr.io/c-crab-benchmark/marimo-team__marimo-4080,True,ghcr.io/c-crab-benchmark/marimo-team__marimo-4080,fallback,,sha256:183b89f067f1a2721b6f74523c1baabb4759fa718b6cf5766f723d1998b04e7d,ghcr.io/c-crab-benchmark/marimo-team__marimo-4080:latest,ghcr.io/c-crab-benchmark/marimo-team__marimo-4080@sha256:1e4cf9fd1034a2cafa4b0b8220b3ecf546062f639783238f3d29dae38b35ac82
matplotlib__matplotlib-17892@cb25841,matplotlib/matplotlib,reviewbench/matplotlib__matplotlib-17892,False,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-17892,True,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-17892,fallback,,sha256:5ae62869726c8e62d05a21b712eab8cde2282e50bf74671ac9a9c04d2a7d91f3,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-17892:latest,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-17892@sha256:4cbef76ef8d79da0738a9876ee285e75bb35edf1ea7de54ce52e1805fdb6ad25
matplotlib__matplotlib-30199@b5dfb32,matplotlib/matplotlib,reviewbench/matplotlib__matplotlib-30199,False,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-30199,True,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-30199,fallback,,sha256:b03595373703058130cc577ecb2fa6056c22b69c4cbacbd01c24a6b8528c2785,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-30199:latest,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-30199@sha256:d6ff51cf7512eb381f349c5ea5235e6f7473533fedf852d1a0f5fa4e311cc8d3
matplotlib__matplotlib-8938@d670a4f,matplotlib/matplotlib,reviewbench/matplotlib__matplotlib-8938,True,ghcr.io/c-crab-benchmark/matplotlib__matplotlib-8938,False,reviewbench/matplotlib__matplotlib-8938,primary,,sha256:91dc611a49f78437c097034cc616ffef4c18220f0be059009ef0eda779310471,reviewbench/matplotlib__matplotlib-8938:latest,
microsoft__autogen-1616@7f23912,microsoft/autogen,reviewbench/microsoft__autogen-1616,True,ghcr.io/c-crab-benchmark/microsoft__autogen-1616,False,reviewbench/microsoft__autogen-1616,primary,,sha256:3359ead71d5604658373c016a63c45e4822494c2e13fafef0501c5a96d4591c8,reviewbench/microsoft__autogen-1616:latest,
microsoft__autogen-2225@9cf65ed,microsoft/autogen,reviewbench/microsoft__autogen-2225,False,ghcr.io/c-crab-benchmark/microsoft__autogen-2225,True,ghcr.io/c-crab-benchmark/microsoft__autogen-2225,fallback,,sha256:1e610378dcb6384c4273fbf5ecf4b0118382d8f1bcbafc55e42d351c4646a6a3,ghcr.io/c-crab-benchmark/microsoft__autogen-2225:latest,ghcr.io/c-crab-benchmark/microsoft__autogen-2225@sha256:d61a12baa942f7e72c70aa9f9af5d68afcf7f14fd3a62dc003e3174ad147580c
microsoft__autogen-4044@e5bddfc,microsoft/autogen,reviewbench/microsoft__autogen-4044,False,ghcr.io/c-crab-benchmark/microsoft__autogen-4044,True,ghcr.io/c-crab-benchmark/microsoft__autogen-4044,fallback,,sha256:b6f53fb855e3f77ae2bee8c69e503ce3befa4478656900e5ca397b4191473122,ghcr.io/c-crab-benchmark/microsoft__autogen-4044:latest,ghcr.io/c-crab-benchmark/microsoft__autogen-4044@sha256:6d42091435959ae506d365f21953250e4d04b2f3f03b5d5ae0d3ead095c8b537
microsoft__autogen-5843@e07fb7a,microsoft/autogen,reviewbench/microsoft__autogen-5843,False,ghcr.io/c-crab-benchmark/microsoft__autogen-5843,True,ghcr.io/c-crab-benchmark/microsoft__autogen-5843,fallback,,sha256:c6fe08e5735adcf516d9614a6731a103b3444c61f42391ed4e098e35c0e9dd0a,ghcr.io/c-crab-benchmark/microsoft__autogen-5843:latest,ghcr.io/c-crab-benchmark/microsoft__autogen-5843@sha256:7d9eae84390025191b9f5667bf6b8378655f53abd6a216c9cc46cd31bdcc7b0e
microsoft__autogen-6529@23be68e,microsoft/autogen,reviewbench/microsoft__autogen-6529,True,ghcr.io/c-crab-benchmark/microsoft__autogen-6529,False,reviewbench/microsoft__autogen-6529,primary,,sha256:06c118e34696841bb440ed6023c60af0b3ef792114ef7d54f6b851c1eed3a67d,reviewbench/microsoft__autogen-6529:latest,
mlflow__mlflow-1658@3f53b0b,mlflow/mlflow,reviewbench/mlflow__mlflow-1658,False,ghcr.io/c-crab-benchmark/mlflow__mlflow-1658,True,ghcr.io/c-crab-benchmark/mlflow__mlflow-1658,fallback,,sha256:452a46e2397a256c708b17d6c29cb1f2439f6c43c179fb1cbd577f774be31cb3,ghcr.io/c-crab-benchmark/mlflow__mlflow-1658:latest,ghcr.io/c-crab-benchmark/mlflow__mlflow-1658@sha256:483d4f7fbfeee6a360dfe205716f414881e1bfe675a868a6ea8b8fe5038fe433
modin-project__modin-2801@64caea0,modin-project/modin,reviewbench/modin-project__modin-2801,True,ghcr.io/c-crab-benchmark/modin-project__modin-2801,False,reviewbench/modin-project__modin-2801,primary,,sha256:ed4ed670220020b93731df4585e3e9b9687371cc82df76f23ce51aa3e1cb361c,reviewbench/modin-project__modin-2801:latest,
modin-project__modin-3765@d2d8bd2,modin-project/modin,reviewbench/modin-project__modin-3765,True,ghcr.io/c-crab-benchmark/modin-project__modin-3765,False,reviewbench/modin-project__modin-3765,primary,,sha256:dee24612a47a556a196a9f00139bca6fcdf487969d100269eadfa1edfb626d54,reviewbench/modin-project__modin-3765:latest,
modin-project__modin-4215@69f9652,modin-project/modin,reviewbench/modin-project__modin-4215,False,ghcr.io/c-crab-benchmark/modin-project__modin-4215,True,ghcr.io/c-crab-benchmark/modin-project__modin-4215,fallback,,sha256:292569e4ac3a74b8f5ad6f55ed82d1988f04e269f237c22bc5542dc64f2d9a6e,ghcr.io/c-crab-benchmark/modin-project__modin-4215:latest,ghcr.io/c-crab-benchmark/modin-project__modin-4215@sha256:1c6b3b92ab787b8e841e282a80ac5b24843babe23e3ffe2f3dda34f6afa8aba1
netbox-community__netbox-10171@249b8b0,netbox-community/netbox,reviewbench/netbox-community__netbox-10171,False,ghcr.io/c-crab-benchmark/netbox-community__netbox-10171,True,ghcr.io/c-crab-benchmark/netbox-community__netbox-10171,fallback,,sha256:6e19627f5dde83f74bccece08dfa3e4bd509933e29982afeb12eb786262c7a31,ghcr.io/c-crab-benchmark/netbox-community__netbox-10171:latest,ghcr.io/c-crab-benchmark/netbox-community__netbox-10171@sha256:ad88aa5649cd0d7ae903b60828d31c0dd10519797cfdeaaf8e4ecd5b9e582f1c
netbox-community__netbox-7662@7c147db,netbox-community/netbox,reviewbench/netbox-community__netbox-7662,False,ghcr.io/c-crab-benchmark/netbox-community__netbox-7662,True,ghcr.io/c-crab-benchmark/netbox-community__netbox-7662,fallback,,sha256:7729e8a11112d6d45ab336a51f19c72841c152acbb8de640ca865493a06493f8,ghcr.io/c-crab-benchmark/netbox-community__netbox-7662:latest,ghcr.io/c-crab-benchmark/netbox-community__netbox-7662@sha256:6a45c8795a428793f88f8509e9014f971cf824bf1b823f0528ad1af2c7e4a6f5
netbox-community__netbox-8907@055c67f,netbox-community/netbox,reviewbench/netbox-community__netbox-8907,True,ghcr.io/c-crab-benchmark/netbox-community__netbox-8907,False,reviewbench/netbox-community__netbox-8907,primary,,sha256:e5e18b77f8b8e2c7bda30e6b4e823b79c29975d11802f691c11d7f536c69eae1,reviewbench/netbox-community__netbox-8907:latest,
networkx__networkx-4134@3b27fe2,networkx/networkx,reviewbench/networkx__networkx-4134,False,ghcr.io/c-crab-benchmark/networkx__networkx-4134,True,ghcr.io/c-crab-benchmark/networkx__networkx-4134,fallback,,sha256:408f05a70e76783780a3fc719f1cb3a613ca6f0c1e1ac43bd4afb8dc468d93b0,ghcr.io/c-crab-benchmark/networkx__networkx-4134:latest,ghcr.io/c-crab-benchmark/networkx__networkx-4134@sha256:006a7285b25e403dd4a1a12d08fa2dd24db4ce928db67b4ea98f1328bae31bef
networkx__networkx-4602@b2da108,networkx/networkx,reviewbench/networkx__networkx-4602,False,ghcr.io/c-crab-benchmark/networkx__networkx-4602,True,ghcr.io/c-crab-benchmark/networkx__networkx-4602,fallback,,sha256:b9d3501e2454f0673445de10d45000e88604b341321ecadfcb2036ab9bbdf3e0,ghcr.io/c-crab-benchmark/networkx__networkx-4602:latest,ghcr.io/c-crab-benchmark/networkx__networkx-4602@sha256:c8125c53705424a0e15cb9a0066d5b849719ea41864a900fc46e8a108122065c
